text,translation,tags
"Open tree-felling mode","벌목 모드 열기",
"Designate tree","나무 지정",
"Stockpile wood","목재 저장",
"Chop down tree","나무 베기",
"Open building mode","건설 모드 열기",
"Click workshop","작업장 클릭",
"Construct workshop","작업장 건설",
"Make the bed","침대 제작",
"Don't show again","다시 보지 않기",
"Prepare to guide your stout charges to fortune in a world fraught with many perils. You'll begin by creating your world and watching the region's history unfold. Once this process is complete, you can prepare a group and send them out to seek wealth deep in the mountains. As you dig deeper and more citizens take up residence in your outpost, your doings will attract attention, both wanted and unwanted. Deal with challenges as they arise, and you might one day find that your humble settlement has grown to become a Mountainhome, the center of your civilization.","많은 위험이 도사리고 있는 세상에서 당신의 튼튼한 부하들을 부와 명예로 이끌 준비를 하십시오. 먼저 세계를 생성하고 그 지역의 역사가 펼쳐지는 것을 지켜보게 됩니다. 이 과정이 완료되면, 그룹을 꾸려 깊은 산속으로 부를 찾아 떠나보낼 수 있습니다. 땅을 더 깊이 파고들고 더 많은 시민이 전초기지에 정착함에 따라, 원하든 원치 않든 당신의 행동은 주목을 받게 될 것입니다. 발생하는 도전들에 대처하다 보면, 언젠가 당신의 초라했던 정착지가 문명의 중심인 마운틴홈(Mountainhome)으로 성장한 것을 발견하게 될지도 모릅니다.",
"Would you like your fortress located in a forested mineral-rich region of this world where you can play through a short tutorial? Non-interactive help will be available whatever you decide.","짧은 튜토리얼을 진행할 수 있는, 숲이 우거지고 광물이 풍부한 지역에 요새를 건설하시겠습니까? 어떤 결정을 내리든 비대화형 도움말은 언제든지 이용할 수 있습니다.",
"If this is your first time playing, please heed the embark warnings about aquifers, saltwater, and other hazards. Some locations are challenging even for experienced players, and it will be a very short game indeed if you don't know how to deal with them![B]After you embark, help is available by pressing the help button in the top right corner, including all of the tutorials.","처음 플레이하는 경우 대수층, 소금물 및 기타 위험에 대한 정착 경고에 주의하십시오. 어떤 위치는 숙련된 플레이어에게도 어려울 수 있으며, 대처 방법을 모르면 게임이 매우 빨리 끝날 수 있습니다![B]정착을 시작한 후에는 오른쪽 상단 모서리에 있는 도움말 버튼을 눌러 모든 튜토리얼을 포함한 도움을 받을 수 있습니다.",
"Your view is focused on one elevation at a time.  To move the camera around, press [KEY:29] [KEY:31] [KEY:30] [KEY:32] or hold the middle mouse button and drag the view.","시야는 한 번에 하나의 고도(층)에 맞춰집니다. 카메라를 이동하려면 [KEY:29] [KEY:31] [KEY:30] [KEY:32] 키를 누르거나 마우스 휠 버튼을 누른 채 화면을 드래그하십시오.",
"To change the camera's elevation, press [KEY:45] and [KEY:46] or [C:2:0:1]roll the mouse wheel[C:7:0:0].  Hold shift to move faster.","카메라의 고도를 변경하려면 [KEY:45] 및 [KEY:46] 키를 누르거나 [C:2:0:1]마우스 휠을 굴리십시오[C:7:0:0]. Shift 키를 누르면 더 빠르게 이동합니다.",
"When your view is in the air above other tiles, you can see them below, but you can only interact with objects in your current elevation.","시야가 공중에 있어 아래쪽 타일이 보이더라도, 현재 고도에 있는 물체와만 상호작용할 수 있습니다.",
"The view will be dark underground until you begin mining.  You can move the camera to the surface with the surface button (highlighted.)  The [KEY:604] hotkey will recenter on your wagon.","채굴을 시작하기 전까지 지하는 어둡게 보일 것입니다. 표면 버튼(강조 표시됨)을 사용하여 카메라를 지상으로 이동할 수 있습니다. [KEY:604] 단축키를 누르면 마차를 중심으로 화면이 다시 정렬됩니다.",
"You can zoom in and out of the play area using [KEY:9][KEY:10], [C:2:0:1]Ctrl+mouse wheel[C:7:0:0], or the indicated buttons.","[KEY:9][KEY:10] 키, [C:2:0:1]Ctrl+마우스 휠[C:7:0:0] 또는 표시된 버튼을 사용하여 게임 영역을 확대 및 축소할 수 있습니다.",
"It's time to get to work!  Let's start by digging a stairwell into the ground.  There may be plenty of hillside to dig into, but you'll want to seek wealth below the surface.[B]Mining tasks are designated on the play area.  Begin by clicking the highlighted [C:5:0:1]Mining[C:7:0:0] button.","이제 일을 시작할 시간입니다! 땅속으로 계단을 파는 것부터 시작해 봅시다. 파고들 만한 산비탈이 많을 수도 있지만, 지표면 아래에서 부를 찾고 싶을 것입니다.[B]채굴 작업은 게임 영역에 지정됩니다. 강조 표시된 [C:5:0:1]채굴[C:7:0:0] 버튼을 클릭하여 시작하십시오.",
"There are several ways to mine.  Stairwells (selected) start at one elevation and are completed at the next.  [C:2:0:1]Click[C:7:0:0] the surface, [C:2:0:1]move the camera down one level[C:7:0:0], and [C:2:0:1]click[C:7:0:0] the underground.  Reversing the order also works.","채굴에는 여러 가지 방법이 있습니다. 계단(선택됨)은 한 고도에서 시작하여 다음 고도에서 완료됩니다. 지표면을 [C:2:0:1]클릭[C:7:0:0]하고, [C:2:0:1]카메라를 한 층 아래로 이동[C:7:0:0]한 다음, 지하를 [C:2:0:1]클릭[C:7:0:0]하십시오. 순서를 반대로 해도 됩니다.",
"Now we'll unpause the game and let the miner finish the task.  Press [KEY:602] to unpause or use the highlighted controls at the top of the screen.  You should pause regularly starting out.","이제 게임 일시 정지를 해제하고 광부가 작업을 완료하게 합시다. [KEY:602] 키를 눌러 일시 정지를 해제하거나 화면 상단의 강조 표시된 제어 버튼을 사용하십시오. 처음에는 자주 일시 정지를 하는 것이 좋습니다.",
"Let's make a safe place to work.  Select [C:5:0:1]Regular Mining[C:7:0:0] mode, to the left of [C:5:0:1]Stair Mining[C:7:0:0] mode.[B]Dig a rectangle underground big enough for a large [C:6:0:0]Stockpile[C:7:0:0] and some [C:6:0:0]Workshops[C:7:0:0].  Consider that most [C:6:0:0]Workshops[C:7:0:0] are 3x3 squares.  Mining through the stone layers further down may take longer, but it leaves [C:6:0:1]Boulders[C:7:0:0] which are an essential building material.[B]Later you can consider making a [C:3:0:0]Meeting Area[C:7:0:0] from the [C:5:0:1]Zones[C:7:0:0] menu. Otherwise your citizens will continue to gather by the [C:6:0:0]Wagon[C:7:0:0] outside.","안전하게 작업할 공간을 만들어 봅시다. [C:5:0:1]계단 채굴[C:7:0:0] 모드 왼쪽에 있는 [C:5:0:1]일반 채굴[C:7:0:0] 모드를 선택하십시오.[B]큰 [C:6:0:0]저장 구역[C:7:0:0]과 몇 개의 [C:6:0:0]작업장[C:7:0:0]이 들어갈 수 있을 만큼 충분히 큰 직사각형을 지하에 파십시오. 대부분의 [C:6:0:0]작업장[C:7:0:0]은 3x3 크기라는 점을 고려하십시오. 더 깊은 곳의 암석층을 채굴하는 것은 시간이 더 걸릴 수 있지만, 필수 건축 자재인 [C:6:0:1]돌덩이[C:7:0:0]를 남깁니다.[B]나중에 [C:5:0:1]구역[C:7:0:0] 메뉴에서 [C:3:0:0]만남의 장소[C:7:0:0]를 만드는 것을 고려해 보십시오. 그렇지 않으면 시민들은 계속 밖의 [C:6:0:0]마차[C:7:0:0] 주변에 모일 것입니다.",
"The supplies on the wagon are in danger of being carried off by wild creatures!  It's time to build a [C:6:0:0]Stockpile[C:7:0:0] underground to unload them.  [C:6:0:0]Stockpiles[C:7:0:0] are crucial to moving supplies around your fortress where they are needed.[B][C:6:0:0]Stockpiles[C:7:0:0] are placed with the [C:5:0:1]Stockpile[C:7:0:0] button (highlighted.)  Click it now.","마차에 있는 보급품들이 야생 동물들에게 약탈당할 위험에 처해 있습니다! 물건을 내릴 [C:6:0:0]저장 구역[C:7:0:0]을 지하에 만들 시간입니다. [C:6:0:0]저장 구역[C:7:0:0]은 요새 내 필요한 곳으로 보급품을 옮기는 데 매우 중요합니다.[B][C:6:0:0]저장 구역[C:7:0:0]은 [C:5:0:1]저장 구역[C:7:0:0] 버튼(강조 표시됨)으로 배치합니다. 지금 클릭하십시오.",
"Click the add button, and click two corners of a rectangle somewhere safe to place your pile.  [C:6:0:0]Stockpiles[C:7:0:0] can be placed both on the surface and underground.  Once the pile is placed, click [C:5:0:1]Accept[C:7:0:0] and select the [C:5:0:1]All[C:7:0:0] option.","추가 버튼을 클릭하고, 안전한 곳에 직사각형의 두 모서리를 클릭하여 구역을 설정하십시오. [C:6:0:0]저장 구역[C:7:0:0]은 지상과 지하 모두에 배치할 수 있습니다. 구역이 배치되면 [C:5:0:1]수락[C:7:0:0]을 클릭하고 [C:5:0:1]모두[C:7:0:0] 옵션을 선택하십시오.",
"If unpaused, your workers should start unloading the wagon into the [C:6:0:0]Stockpile[C:7:0:0].  [B]Later you may want to customize your [C:6:0:0]Stockpiles[C:7:0:0] by clicking on them and pressing the [C:5:0:1]Custom[C:7:0:0] button to forbid certain categories, like [C:5:0:1]Refuse[C:7:0:0] for example.  A separate [C:6:0:0]Refuse Stockpile[C:7:0:0] is a good idea to keep your fortress clean.[B]If the [C:5:0:1]Stockpile[C:7:0:0] menu is still open, you can close it now by right-clicking.  Right-clicking can always be used to close most menus, as well as [KEY:5].","일시 정지가 해제되면 일꾼들이 마차의 짐을 [C:6:0:0]저장 구역[C:7:0:0]으로 옮기기 시작할 것입니다. [B]나중에 [C:6:0:0]저장 구역[C:7:0:0]을 클릭하고 [C:5:0:1]사용자 지정[C:7:0:0] 버튼을 눌러 [C:5:0:1]쓰레기[C:7:0:0]와 같은 특정 카테고리를 금지하여 구역을 최적화할 수 있습니다. 별도의 [C:6:0:0]쓰레기 저장 구역[C:7:0:0]을 만드는 것은 요새를 깨끗하게 유지하는 좋은 방법입니다.[B]만약 [C:5:0:1]저장 구역[C:7:0:0] 메뉴가 아직 열려 있다면, 마우스 오른쪽 버튼을 클릭하여 닫을 수 있습니다. 마우스 오른쪽 버튼은 [KEY:5] 키와 마찬가지로 대부분의 메뉴를 닫는 데 사용할 수 있습니다.",
"With shelter ready underground, it's time to build.  First you need building materials, like [C:6:0:1]Wood[C:7:0:0] or [C:6:0:1]Boulders[C:7:0:0].  [B]Before you start chopping down trees you may want to create a dedicated [C:6:0:0]Wood Stockpile[C:7:0:0].  [C:2:0:0]Haulers[C:7:0:0] will also drop [C:6:0:1]Wood[C:7:0:0] in your [C:6:0:0]All Stockpile[C:7:0:0] unless you turn it off in the [C:5:0:1]Custom Stockpile Menu[C:7:0:0].[B]When you are ready, open the [C:5:0:1]Woodcutting[C:7:0:0] menu and designate the trunk of a tree on the surface.  Make sure your woodcutter can walk to the designated location.","지하에 피난처가 준비되었으니 이제 건설을 시작할 때입니다. 먼저 [C:6:0:1]나무[C:7:0:0]나 [C:6:0:1]돌덩이[C:7:0:0] 같은 건축 자재가 필요합니다. [B]나무 베기를 시작하기 전에 전용 [C:6:0:0]목재 저장 구역[C:7:0:0]을 만드는 것이 좋습니다. [C:5:0:1]사용자 지정 저장 구역 메뉴[C:7:0:0]에서 끄지 않는 한, [C:2:0:0]운반꾼[C:7:0:0]들은 [C:6:0:1]나무[C:7:0:0]를 [C:6:0:0]통합 저장 구역[C:7:0:0]에도 놓을 것입니다.[B]준비가 되면 [C:5:0:1]벌목[C:7:0:0] 메뉴를 열고 지표면에 있는 나무의 기둥을 지정하십시오. 벌목꾼이 지정된 위치로 걸어갈 수 있는지 확인하십시오.",
"Now we just need to wait for the woodcutter to chop down the tree.  If the fallen logs are accessible, everyone will help store them in the [C:6:0:0]Stockpile[C:7:0:0].  [B]You can right click to close [C:5:0:1]Woodcutting[C:7:0:0] mode.  Right clicking closes most menus.[B]If all of your [C:6:0:0]Stockpiles[C:7:0:0] are full, go ahead and place another one.","이제 벌목꾼이 나무를 벨 때까지 기다리기만 하면 됩니다. 쓰러진 통나무에 접근할 수 있다면 모두가 [C:6:0:0]저장 구역[C:7:0:0]에 저장하는 것을 도울 것입니다. [B]마우스 오른쪽 버튼을 클릭하여 [C:5:0:1]벌목[C:7:0:0] 모드를 닫을 수 있습니다. 오른쪽 클릭은 대부분의 메뉴를 닫습니다.[B]모든 [C:6:0:0]저장 구역[C:7:0:0]이 꽉 찼다면 다른 저장 구역을 배치하십시오.",
"Now that you have the building materials it's time to start building.  [B][C:6:0:0]Workshops[C:7:0:0] are one of many buildings you can place with the highlighted [C:5:0:1]Build[C:7:0:0] button.  Click it now.","건축 자재가 준비되었으니 이제 건설을 시작할 차례입니다. [B][C:6:0:0]작업장[C:7:0:0]은 강조 표시된 [C:5:0:1]건설[C:7:0:0] 버튼으로 배치할 수 있는 많은 건물 중 하나입니다. 지금 클릭하십시오.",
"Most [C:6:0:0]Workshops[C:7:0:0] require building material, such as [C:6:0:1]Wood[C:7:0:0] or [C:6:0:1]Boulders[C:7:0:0].  If you have some [C:6:0:1]Wood[C:7:0:0] stockpiled, you'll be able to place a [C:6:0:0]Carpenter's Workshop[C:7:0:0].  Click [C:5:0:1]Workshops[C:7:0:0] -> [C:5:0:1]Carpenter[C:7:0:0] and place the shop in an empty area on the surface or underground.","대부분의 [C:6:0:0]작업장[C:7:0:0]은 [C:6:0:1]나무[C:7:0:0]나 [C:6:0:1]돌덩이[C:7:0:0]와 같은 건축 자재가 필요합니다. [C:6:0:1]나무[C:7:0:0]를 비축해 두었다면 [C:6:0:0]목수 작업장[C:7:0:0]을 배치할 수 있을 것입니다. [C:5:0:1]작업장[C:7:0:0] -> [C:5:0:1]목수[C:7:0:0]를 클릭하고 지상이나 지하의 빈 공간에 작업장을 배치하십시오.",
"When unpaused, a worker should now build the [C:6:0:0]Workshop[C:7:0:0].[B]Once the worker is done, click on the building to select it.","일시 정지가 해제되면 일꾼이 [C:6:0:0]작업장[C:7:0:0]을 건설할 것입니다.[B]일꾼이 작업을 마치면 건물을 클릭하여 선택하십시오.",
"Your industrious citizens will perform any task added to the [C:6:0:0]Workshop[C:7:0:0].  Most objects that are placed, like [C:6:0:1]Doors[C:7:0:0] and [C:6:0:1]Furniture[C:7:0:0], must first be built in a [C:6:0:0]Workshop[C:7:0:0].  [B][C:6:0:1]Furniture[C:7:0:0] created at the [C:6:0:0]Carpenter's Workshop[C:7:0:0] usually takes one [C:6:0:1]Wood[C:7:0:0] to build.  Add a task and make a [C:6:0:1]Bed[C:7:0:0].  Chop down more trees if necessary.  Unpause and wait for the [C:6:0:1]Bed[C:7:0:0] to be completed.","당신의 근면한 시민들은 [C:6:0:0]작업장[C:7:0:0]에 추가된 모든 작업을 수행할 것입니다. [C:6:0:1]문[C:7:0:0]이나 [C:6:0:1]가구[C:7:0:0]와 같이 배치되는 대부분의 물건은 먼저 [C:6:0:0]작업장[C:7:0:0]에서 제작되어야 합니다. [B][C:6:0:0]목수 작업장[C:7:0:0]에서 [C:6:0:1]가구[C:7:0:0]를 제작할 때는 보통 [C:6:0:1]나무[C:7:0:0] 하나가 듭니다. 작업을 추가하고 [C:6:0:1]침대[C:7:0:0]를 만드십시오. 필요하다면 나무를 더 베십시오. 일시 정지를 해제하고 [C:6:0:1]침대[C:7:0:0]가 완성될 때까지 기다리십시오.",
"Now that you have a [C:6:0:1]Bed[C:7:0:0] you can place in it the fortress.  Use the [C:5:0:1]Build[C:7:0:0] menu to place it in a room underground, just like the [C:6:0:0]Workshop[C:7:0:0].  Dig a new room first if you like.  [B][C:5:0:1]Beds[C:7:0:0] are found in the [C:5:0:1]Furniture[C:7:0:0] category.  Unlike [C:6:0:0]Workshops[C:7:0:0], [C:6:0:0]Beds[C:7:0:0] must be placed underground.","이제 [C:6:0:1]침대[C:7:0:0]가 생겼으니 요새에 배치할 수 있습니다. [C:6:0:0]작업장[C:7:0:0]과 마찬가지로 [C:5:0:1]건설[C:7:0:0] 메뉴를 사용하여 지하의 방에 배치하십시오. 원한다면 새 방을 먼저 파십시오. [B][C:5:0:1]침대[C:7:0:0]는 [C:5:0:1]가구[C:7:0:0] 범주에서 찾을 수 있습니다. [C:6:0:0]작업장[C:7:0:0]과 달리 [C:6:0:0]침대[C:7:0:0]는 반드시 지하에 배치해야 합니다.",
"With a [C:6:0:0]Bed[C:7:0:0] placed, your workers will have somewhere to sleep.  Later you can create a room with a [C:6:0:0]Door[C:7:0:0] and use the [C:5:0:1]Zones[C:7:0:0] menu to assign an official [C:3:0:0]Bedroom[C:7:0:0] for each resident.","[C:6:0:0]침대[C:7:0:0]가 배치되면 일꾼들이 잠을 잘 곳이 생깁니다. 나중에 [C:6:0:0]문[C:7:0:0]이 있는 방을 만들고 [C:5:0:1]구역[C:7:0:0] 메뉴를 사용하여 각 주민에게 공식 [C:3:0:0]침실[C:7:0:0]을 배정할 수 있습니다.",
"The rest of the interface is now enabled.[B]You can click on [C:2:0:0]Creatures[C:7:0:0] and [C:6:0:1]Items[C:7:0:0] just as you can click on [C:6:0:0]Buildings[C:7:0:0] to get more information about them. Click on a [C:2:0:0]Resident[C:7:0:0] to see their needs, inventory, thoughts, relations, and more. You can also access information from the [C:5:0:1]Citizens[C:7:0:0] button.","이제 나머지 인터페이스가 활성화되었습니다.[B][C:6:0:0]건물[C:7:0:0]을 클릭하는 것과 마찬가지로 [C:2:0:0]생물[C:7:0:0]과 [C:6:0:1]아이템[C:7:0:0]을 클릭하여 더 많은 정보를 얻을 수 있습니다. [C:2:0:0]거주민[C:7:0:0]을 클릭하여 욕구, 소지품, 생각, 관계 등을 확인하십시오. [C:5:0:1]시민[C:7:0:0] 버튼을 통해서도 정보에 접근할 수 있습니다.",
"You can click on [C:2:0:0]Creatures[C:7:0:0] and [C:6:0:1]Items[C:7:0:0] just as you can click on [C:6:0:0]Buildings[C:7:0:0] to get more information about them. Click on a [C:2:0:0]Resident[C:7:0:0] to see their needs, inventory, thoughts, relations, and more. You can also access information from the [C:5:0:1]Citizens[C:7:0:0] button.","[C:6:0:0]건물[C:7:0:0]을 클릭하는 것과 마찬가지로 [C:2:0:0]생물[C:7:0:0]과 [C:6:0:1]아이템[C:7:0:0]을 클릭하여 더 많은 정보를 얻을 수 있습니다. [C:2:0:0]거주민[C:7:0:0]을 클릭하여 욕구, 소지품, 생각, 관계 등을 확인하십시오. [C:5:0:1]시민[C:7:0:0] 버튼을 통해서도 정보에 접근할 수 있습니다.",
"Feel free to pause and check out the information.[B]Right click to dismiss the information sheet.","자유롭게 일시 정지하고 정보를 확인하십시오.[B]마우스 오른쪽 버튼을 클릭하면 정보창이 닫힙니다.",
"Important and sometimes urgent information is given as alerts on the left side of the screen. There have been a few already![B]Hover over an alert icon to see the information. Left click on an alert for recentering options, and right click to dismiss an alert.","중요하거나 긴급한 정보는 화면 왼쪽에 알림으로 표시됩니다. 이미 몇 가지 알림이 와 있습니다![B]알림 아이콘 위에 마우스를 올려 정보를 확인하십시오. 왼쪽 클릭으로 해당 위치로 이동하거나, 오른쪽 클릭으로 알림을 닫을 수 있습니다.",
"Important and sometimes urgent information is given as alerts on the left side of the screen. There has been one already![B]Hover over an alert icon to see the information. Left click on an alert for recentering options, and right click to dismiss an alert.","중요하거나 긴급한 정보는 화면 왼쪽에 알림으로 표시됩니다. 이미 알림이 하나 와 있습니다![B]알림 아이콘 위에 마우스를 올려 정보를 확인하십시오. 왼쪽 클릭으로 해당 위치로 이동하거나, 오른쪽 클릭으로 알림을 닫을 수 있습니다.",
"Important and sometimes urgent information is given as alerts on the left side of the screen. There have been several already![B]Hover over an alert icon to see the information. Left click on an alert for recentering options, and right click to dismiss an alert.","중요하거나 긴급한 정보는 화면 왼쪽에 알림으로 표시됩니다. 이미 여러 알림이 와 있습니다![B]알림 아이콘 위에 마우스를 올려 정보를 확인하십시오. 왼쪽 클릭으로 해당 위치로 이동하거나, 오른쪽 클릭으로 알림을 닫을 수 있습니다.",
"You may need supplies before the coming of winter. To trade with the autumn caravan, you must build a [C:6:0:0]Trade Depot[C:7:0:0] from the [C:5:0:1]Build[C:7:0:0] menu.[B]You need something of value to trade. [C:6:0:1]Crafts[C:7:0:0] are an easy way to make a lot of trade goods quickly. Make the appropriate workshop with [C:5:0:1]Workshops[C:7:0:0] -> [C:5:0:1]Crafts[C:7:0:0]. [B]An obvious material to use to make the crafts is rock. If you dig down enough layers you will find a near infinite amount of [C:6:0:1]Boulders[C:7:0:0] of various kinds as well as some [C:6:0:1]Rough Gems[C:7:0:0] if you are lucky.[B][C:6:0:1]Gems[C:7:0:0] can be [C:3:0:1]Cut[C:7:0:0] at the [C:6:0:0]Jeweler's Workshop[C:7:0:0].  [C:3:0:1]Encrust[C:7:0:0] them on [C:6:0:1]Crafts[C:7:0:0] and other items to add even more value.","겨울이 오기 전에 물자가 필요할 수 있습니다. 가을 상단과 교역하려면 [C:5:0:1]건설[C:7:0:0] 메뉴에서 [C:6:0:0]교역소[C:7:0:0]를 지어야 합니다.[B]교역하려면 가치 있는 물건이 필요합니다. [C:6:0:1]공예품[C:7:0:0]은 많은 교역품을 빠르게 만들 수 있는 쉬운 방법입니다. [C:5:0:1]작업장[C:7:0:0] -> [C:5:0:1]공예[C:7:0:0]로 적절한 작업장을 만드십시오. [B]공예품을 만드는 데 사용할 가장 무난한 재료는 돌입니다. 충분히 깊이 파 내려가면 거의 무한한 양의 다양한 [C:6:0:1]돌덩이[C:7:0:0]를 찾을 수 있으며, 운이 좋다면 [C:6:0:1]원석[C:7:0:0]도 찾을 수 있습니다.[B][C:6:0:1]보석[C:7:0:0]은 [C:6:0:0]보석 세공 작업장[C:7:0:0]에서 [C:3:0:1]세공[C:7:0:0]할 수 있습니다. [C:6:0:1]공예품[C:7:0:0]이나 다른 아이템에 보석을 [C:3:0:1]장식[C:7:0:0]하면 가치를 더욱 높일 수 있습니다.",
"There's a lot more to learn![B]As you enter new menus, there will be information and tips.[B]The [C:5:0:1]Help[C:7:0:0] button at the top of the screen contains more guides. Click it now, and this tutorial will be concluded.","배워야 할 것이 훨씬 더 많습니다![B]새로운 메뉴에 들어갈 때마다 정보와 팁이 표시될 것입니다.[B]화면 상단의 [C:5:0:1]도움말[C:7:0:0] 버튼에는 더 많은 가이드가 포함되어 있습니다. 지금 클릭하면 이 튜토리얼이 종료됩니다.",
"[C:3:0:0]Zones[C:7:0:0] are areas you designate where your citizens will work, socialize, rest, or perform specific duties. There are several kinds of [C:3:0:0]Zones[C:7:0:0], which you can see in the panel on the left.[B][C:3:0:0]Zones[C:7:0:0] are placed much like [C:6:0:0]Stockpiles[C:7:0:0]. Unlike [C:6:0:0]Stockpiles[C:7:0:0], multiple [C:3:0:0]Zones[C:7:0:0] can overlap.[B]Certain [C:3:0:0]Zones[C:7:0:0] like [C:3:0:0]Bedrooms[C:7:0:0] can be placed several at a time. Just make sure you have the correct [C:6:0:0]Furniture[C:7:0:0] placed in the rooms with [C:6:0:0]Doors[C:7:0:0] or vertical entries separating each room before you begin.","[C:3:0:0]구역[C:7:0:0]은 시민들이 일하고, 사교 활동을 하고, 휴식을 취하거나 특정 임무를 수행하도록 지정하는 영역입니다. 왼쪽 패널에서 여러 종류의 [C:3:0:0]구역[C:7:0:0]을 확인할 수 있습니다.[B][C:3:0:0]구역[C:7:0:0]은 [C:6:0:0]저장 구역[C:7:0:0]과 비슷하게 배치됩니다. [C:6:0:0]저장 구역[C:7:0:0]과 달리 여러 [C:3:0:0]구역[C:7:0:0]은 겹칠 수 있습니다.[B][C:3:0:0]침실[C:7:0:0]과 같은 특정 [C:3:0:0]구역[C:7:0:0]은 한 번에 여러 개를 배치할 수 있습니다. 시작하기 전에 각 방에 적절한 [C:6:0:0]가구[C:7:0:0]가 배치되어 있고, [C:6:0:0]문[C:7:0:0]이나 수직 입구로 각 방이 구분되어 있는지 확인하십시오.",
"[C:1:0:0]Burrows[C:7:0:0] are work and living areas where citizens can be assigned. Workers will try to limit their tasks to the confines of the [C:1:0:0]Burrow[C:7:0:0], but they will sometimes form paths which pass through other areas.[B][C:1:0:0]Burrows[C:7:0:0] can be suspended and unsuspended freely.  When a [C:1:0:0]Burrow[C:7:0:0] is suspended, assigned citizens will ignore it.[B]It can be useful to assign all of your civilians to a safe emergency [C:1:0:0]Burrow[C:7:0:0] which you activate in case of intruders.","[C:1:0:0]활동 구역[C:7:0:0]은 시민을 배정할 수 있는 작업 및 생활 공간입니다. 일꾼들은 작업을 [C:1:0:0]활동 구역[C:7:0:0] 범위 내로 제한하려고 노력하지만, 때로는 다른 지역을 통과하는 경로를 형성하기도 합니다.[B][C:1:0:0]활동 구역[C:7:0:0]은 자유롭게 중단하거나 재개할 수 있습니다. [C:1:0:0]활동 구역[C:7:0:0]을 중단하면 배정된 시민들은 이를 무시합니다.[B]침입자가 발생할 경우를 대비하여 모든 민간인을 안전한 비상 [C:1:0:0]활동 구역[C:7:0:0]에 배정하고 필요할 때 활성화하는 것이 유용할 수 있습니다.",
