text,translation,tags
"Drowning","익사 중",
"Winded","호흡곤란",
"Nauseous","메스꺼움",
"Extreme pain","극심한 고통",
"Pain","고통",
"Numb","무감각",
"Pale","핼쑥함",
"Faint","기절함",
"Fever","발열",
"Heavy bleeding","심각한 출혈",
"Bleeding","출혈중",
"Webbed","거미줄에 감김",
"Partially webbed","부분적으로 거미줄에 감김",
"Seriously injured","심각한 부상",
"Injured","부상",
"Healthy","건강함",
"Needs ","욕구:",
"No official position","직책 없음",
"Haul: ","운반:",
"Squad: ","분대:",
"None","없음",
" (V Rusty)","(크게 녹슬다)",
" (Rusty)","(녹슬다)",
"Focused!","집중함!",
"Focused","집중함",
"Distracted!","산만함!",
"Distracted","산만함",
"No unmet needs","충족되지 않은 욕구가 없음",
"Unmet need: ","불충족 욕구:",
"Butcher    ","도축",
"Geld       ","거세",
"Adopt      ","입양",
"Has Trainer","조련사 있음",

"Strong","강함",
"Agile","기민함",
"Tough","강인함",
"High stamina","높은 지구력",
"Recovers quickly","빠른 회복",
"Resists sickness","질병 저항",
"Weak","약함",
"Clumsy","서투름",
"Frail","나약함",
"Low stamina","낮은 지구력",
"Recovers slowly","느린 회복",
"Sickly","병약힘",
"Good analytical ability","좋은 분석 능력",
"Good focus","좋은 집중력",
"High willpower","높은 의지력",
"Creative","창의적",
"Good intuition","좋은 직관력",
"Patient","인내심 있음",
"Good memory","좋은 기억력",
"Good with language","언어에 능숙함",
"Good spatial sense","좋은 공간 감각",
"Musical","음악적",
"High kinesthetic sense","높은 운동감각",
"Developed empathy","발달한 공감력",
"High social awareness","높은 사회적 감각",
"Poor analytical ability","빈약한 분석 능력",
"Poor focus","빈약한 집중력",
"Low willpower","낮은 의지력",
"Not creative","창의성 없음",
"Poor intuition","빈약한 직관력",
"Impatient","쉽게 짜증냄",
"Poor memory","빈약한 기억력",
"Bad with words","언어에 약함",
"Poor spatial sense","빈약한 공간 감각",
"Not musical","음악성 없음",
"Poor kinesthetic sense","빈약한 운동감각",
"Poor empathy","빈약한 공감력",
"Poor social awareness","빈약한 사회적 감각",
"Quick to love","빠르게 사랑에 빠짐",
"Hateful","증오함",
"Envious","부러워함",
"Cheerful","쾌활함",
"Depression-prone","우울해지기 쉬움",
"Anger-prone","화를 잘 냄",
"Anxious","불안해함",
"Lustful","음탕함",
"Easily stressed","쉽게 스트레스받음",
"Greedy","탐욕스러움",
"Intemperate","무절제함",
"Brawler","싸움꾼",
"Stubborn","고집 셈",
"Wasteful","낭비함",
"Prone to discord","쉽게 불화함",
"Flatterer","아첨꾼",
"Polite","공손함",
"Disdains advice","충고를 경멸함",
"Fearless","용감함",
"Overconfident","과신함",
"Vain","허영심",
"Ambitious","야망 있음",
"Gracious","자애로움",
"Extravagant","사치부림",
"Zany","익살스러움",
"Vengeful","복수심 넘치는",
"Proud","자랑스러움",
"Cruel","잔인함",
"Single-minded","외곬수",
"Hopeful","희망참",
"Curious","호기심 넘치는",
"Bashful","수줍음",
"Private","개인적",
"Perfectionist","완벽주의자",
"Obstinate","완고함",
"Tolerant","관대함",
"Emotional obsessive","강박적",
"Swayed by emotions","감정에 휘둘림",
"Altruistic","이타적",
"Dutiful","순종적",
"Thoughtless","인정 없음",
"Orderly","질서적",
"Trusting","타인을 신뢰함",
"Gregarious","사교적",
"Overbearing","고압적임",
"Frenetic","열광적",
"Thrill-seeker","스릴을 추구함",
"Flights of fancy","공상적",
"Inclined to abstract","추상적인 성향",
"Artistically inclined","예술적인 성향",
"Slow to love","느리게 사랑에 빠짐",
"Slow to hate","쉽게 미워하지 않음",
"Not envious","부러워하지 않음",
"Cheerless","기운 없음",
"Not easily depressed","쉽게 우울해지지 않음",
"Slow to anger","쉽게 분노하지 않음",
"Not anxious","불안하지 않음",
"Not lustful","정욕이 없음",
"Resilient","스트레스에 강함",
"Not greedy","탐욕스럽지 않음",
"Temperate","온대",
"Avoid fights","싸움을 피함",
"Quick to give up","포기가 빠름",
"Not wasteful","낭비하지 않음",
"Seeks harmony","조화를 추구함",
"Quarreler","언쟁꾼",
"Rude","무례함",
"Overreliant on advice","조언에 의존함",
"Fearful","쉽게 두려워함",
"Pusillanimous","소심함",
"Not vain","허영심 없음",
"Not ambitious","야망 없음",
"Ungrateful","감사할줄 모름",
"Austere","소박함",
"Humorless","유머러스함",
"Not vengeful","복수심 없음",
"Low self esteem","낮은 자존감",
"Merciful","자비로움",
"Scatterbrained","산만함",
"Quick to despair","쉽게 절망함",
"Incurious","호기심 없음",
"Shameless","뻔뻔함",
"Overshares","나누는 성격",
"Inattentive","부주의함",
"Acquiescing","묵인함",
"Intolerant","편협함",
"Emotionally distant","감정적으로 동떨어짐",
"Unswayed by emotions","감정에 흔들리지 않음",
"Not altruistic","이기적",
"Not dutiful","순종적이지 않음",
"Overcautious","지나치게 조심함",
"Sloppy","엉성함",
"Distrustful","의심 많음",
"Loner","외톨이",
"Unassertive","내성적",
"Leisurely","느긋함",
"Avoids excitement","흥분되는 활동을 피함",
"Fact-oriented","사실 지향적",
"Not inclined to abstract","추상적이지 않음",
"Not inclined to create art","예술에 관심 없음",
"Values law","법을 중요시함",
"Values loyalty","충직함을 중요시함",
"Values family","가족을 중요시함",
"Values friendship","우정을 중요시함",
"Values power","힘을 중요시함",
"Values truth","진실을 중요시함",
"Values cunning","교활함을 중요시함",
"Values eloquence","웅변을 중요시함",
"Values fairness","공정성을 중요시함",
"Values decorum","예의를 중요시함",
"Values tradition","전통을 중요시함",
"Values artwork","예술활동을 중요시함",
"Values cooperation","협력을 중요시함",
"Values independence","독립성을 중요시함",
"Values stoicism","금욕을 중요시함",
"Values introspection","자기성찰을 중요시함",
"Values self-control","자기조절을 중요시함",
"Values tranquility","평온함을 중요시함",
"Values harmony","조화를 중요시함",
"Values merriment","유쾌함을 중요시함",
"Values craftwork","공예를 중요시함",
"Values martial prowess","무술을 중요시함",
"Values skill","기술을 중요시함",
"Values hard work","근면한 노동을 중요시함",
"Values sacrifice","희생을 중요시함",
"Values competition","경쟁을 중요시함",
"Values perseverance","인내를 중요시함",
"Values leisure time","여가시간을 중요시함",
"Values commerce","상업을 중요시함",
"Values romance","로맨스를 중요시함",
"Values nature","자연을 중요시함",
"Values peace","평화를 중요시함",
"Values knowledge","지식을 중요시함",
"Disdains law","법을 경멸함",
"Disdains loyalty","충직함을 경멸함",
"Disdains family","가족을 경멸함",
"Disdains friendship","우정을 경멸함",
"Disdains power","권력을 경멸함",
"Disdains truth","진실을 경멸함",
"Disdains cunning","교활함을 경멸함",
"Disdains eloquence","웅변을 경멸함",
"Disdains fairness","공정성을 경멸함",
"Disdains decorum","예의를 무시함",
"Disdains tradition","전통을 경멸함",
"Disdains artwork","예술활동을 경멸함",
"Disdains cooperation","협력을 경멸함",
"Disdains independence","독립심을 경멸함",
"Disdains stoicism","금욕주의를 경멸함",
"Disdains introspection","성찰을 경멸함",
"Disdains self-control","자기조절을 경멸함",
"Disdains tranquility","평온함을 경멸함",
"Disdains harmony","조화를 경멸함",
"Disdains merriment","즐거움을 경멸한다",
"Disdains craftwork","공예품을 경멸함",
"Disdains martial prowess","무술을 경멸함",
"Disdains skill","스킬 경멸",
"Disdains hard work","근면한 노동을 경멸함",
"Disdains sacrifice","희생을 경멸함",
"Disdains competition","경쟁을 경멸한다",
"Disdains perseverance","인내를 경멸한다",
"Disdains leisure time","여가 시간을 경멸함",
"Disdains commerce","상업을 경멸함",
"Disdains romance","로맨스를 경멸함",
"Disdains nature","자연을 경멸함",
"Disdains peace","평화를 경멸한다",
"Disdains knowledge","지식을 경멸함",

"Activity","활동",
"Training Session","훈련 시간",
"Activity Event","활동 이벤트",
"Research","연구",
"Play","놀이",
"Worship","숭배",
"Socialize","교류",
"Drink alcohol","음주",
"Pray ","기도 ",
"Pray to ","기도 to ",
"Meditate","명상",
"Stay occupied","바쁘게 지내기",
"Be creative","창의성 발휘",
"Admire art","예술품 감상",
"Excitement","흥분되는 일",
"Learn something","학습하기",
"Be with family","가족과 함께하기",
"Be with friends","친구와 함께하기",
"Hear eloquence","웅변 듣기",
"Uphold tradition","전통 지키기",
"Self-examination","자기성찰",
"Make merry","결혼하기",
"Craft object","물건 만들기",
"Martial training","전투 훈련",
"Practice skill","기술 연습",
"Take it easy","쉬엄쉬엄 하기",
"Make romance","연애하기",
"See animal","동물 보기",
"See great beast","거대한 짐승 보기",
"Acquire object","물건 소유하기",
"Eat good meal","좋은 식사 먹기",
"Fight","싸우기",
"Cause trouble","문제 일으키기",
"Argue","논쟁하기",
"Be extravagant","사치부리기",
"Wander","떠돌아다니기",
"Help somebody","타인 돕기",
"Think abstractly","추상적 생각하기",

"Philosophy","철학",
"Mathematics","수학",
"Astronomy","천문학",
"Natural history","자연사",
"Chemistry","화학",
"Geography","지리학",
"Medicine","의학",
"Engineering","공학",
"Poetic form","시적 형식",
"Musical form","음악 형식",
"Dance form","춤 형식",
"Manual","수동",
"Guide","가이드",
"Chronicle","연대기",
"Short story","단편",
"Novel","소설",
"Biography","전기",
"Autobiography","자서전",
"Poem","시",
"Letter","편지",
"Essay","수필",
"Dialog","대화",
"Musical composition","작곡",
"Choreography","안무",
"Comparative biography","비교 전기",
"Biographical dictionary","전기 사전",
"Genealogy","계보학",
"Encyclopedia","백과 사전",
"Cultural history","문화사",
"Cultural comparison","문화 비교",
"Alternate history","대체 역사",
"Treatise on technological evolution","기술 진화에 관한 논문",
"Dictionary","사전학",
"Star chart","성도",
"Star catalogue","별자리표",
"Atlas","지도학",
"Tavern keeper","선술집 주인",
"Performer","연주자",
"Scholar","학자",
"Scribe","필경사",
"Mercenary","용병",
"Monster slayer","몬스터 슬레이어",
"Doctor","의사",
"Diagnostician","진단의",
"Surgeon","외과의",
"Bone doctor","뼈 의사",
"Cannot assign work animals","작업 동물을 배정할 수 없음",
"No assigned or assignable work animals","배정되거나 배정 가능한 작업 동물 없음",
"No relationships","관계 없음",
"Pet owner","애완동물 주인",
"Spouse","배우자",
"Mother","어머니",
"Father","아버지",
"Lover","연인",
"Child","자녀",
"Bonded","유대관계",
"Childhood friend","소꿉친구",
"War buddy","전우",
"Obsession","집착",
"Fellow scholar","동료 학자",
"Fellow artist","동료 예술가",
"Fellow athlete","동료 선수",
"Kindred spirit","영혼이 결속된 친구",
"Close friend","절친",
"Friend","친구",
"Athletic rival","운동 라이벌",
"Business rival","비즈니스 라이벌",
"Persecutor","박해자",
"Religious persecutor","종교 박해자",
"Grudge","원한",
"Jealous grudge","질투어린 원한",
"Supernatural vengeance","초자연적인 복수",
"Pure hate","순수한 증오",
"Hated","증오함",
"Disliked","싫어함",
"Deity","신",
"Object of worship","숭배 대상",
"Long-term acquaintance","오래 안 지인",
"Passing acquaintance","지나치는 지인",
"Hero","영웅",
"Intruder","침입자",
"Considers monster","괴물로 간주됨",
"Considers brigand","도적으로 간주됨",
"Considers bully","불량배로 간주됨",
"Considers preacher","설교자로 간주됨",
"Considers storyteller","이야기꾼으로 간주됨",
"Considers poet","시인으로 간주됨",
"Considers bard","음유 시인으로 간주됨",
"Considers dancer","춤꾼으로 간주됨",
"Considers violent","폭력배로 간주됨",
"Considers psychotic","정신병자로 간주됨",
"Good for business","비즈니스에 적합함",
"Friendly terms","친근한 조건",
"Considers killer","살인자로 간주됨",
"Considers murderer","살인마로 간주됨",
"Comrade","동료",
"Member of respected group","존경받는 그룹의 구성원",
"Member of hated group","증오하는 그룹의 구성원",
"Enemy fighter","적 전사",
"Friendly fighter","친근한 전사",
"Loyal soldier","충직한 군인",
"Master","마스터",
"Apprentice","도제",
"Companion","동반자",
"Former master","전 마스터",
"Former apprentice","전 견습생",
"Considers quarreler","석궁수로 간주됨",
"Considers flatterer","아첨꾼으로 간주됨",
"Hunter","사냥꾼",
"Protector of the weak","보호자",
"Preserver of knowledge","지식 보존자",
"Treasure hunter","보물 사냥꾼",
"Thief","도둑",
"No groups","그룹 없음",
"Site government","거점 정부",
"Civilization"," 문명",
"Vessel crew","선박 승무원",
"Migrating group","이주 집단",
"Nomadic group","유목민 집단",
"Military organization","군사 조직",
"Performance troupe","공연단",
"Merchant company","상인 회사",
"craft","공예",
" guild"," 길드",
"Legendary hero","전설적인 영웅",
"Famous hero","유명한 영웅",
"Greatly respected for heroic acts","영웅적인 행동으로 크게 존경받음",
"Respected for heroic acts","영웅적인 행위로 존경받는 자",
"Legendary intruder","전설적인 침략자",
"Infamous intruder","악명 높은 침략자",
"Noted intruder according","저명한 침략자",
"Certainly considered an intruder","확실히 침략자로 간주됨",
"Considered an intruder","침략자로 간주됨",
"Legendary monster","전설적인 괴물",
"Infamous monster","악명 높은 괴물",
"Noted monster","저명한 괴물",
"Certainly feared as a monster","확실히 두려운 괴물",
"Feared as a monster","두려운 괴물",
"Legendary brigand","전설적인 산적",
"Infamous brigand","악명 높은 산적",
"Noted brigand","저명한 산적",
"Certainly feared as a brigand","확실히 두려운 산적",
"Feared as a brigand","두려운 산적",
"Legendary bully","전설적인 깡패",
"Infamous bully","악명 높은 불량배",
"Noted bully","저명한 깡패",
"Certainly considered a bully","확실히 깡패로 간주됨",
"Considered a bully","깡패로 간주됨",
"Legendary brawler","전설적인 싸움꾼",
"Famous brawler","유명한 싸움꾼",
"Moted brawler","잘 알려진 싸움꾼",
"Certainly considered a brawler","확실히 싸움꾼으로 간주됨",
"Considered a brawler","싸움꾼으로 간주됨",
"Legendary villain","전설적인 악당",
"Infamous villain","악명 높은 악당",
"Noted villain","저명한 악당",
"Greatly feared as a villain","매우 두려운 악당",
"Feared as a villain","두려운 악당",
"Legendary hunter","전설적인 사냥꾼",
"Great hunter","위대한 사냥꾼",
"Talented hunter","재능있는 사냥꾼",
"Skilled hunter","숙련된 사냥꾼",
"Respected as a hunter","사냥꾼으로서 존경받는",
"Legendary killer","전설적인 살인자",
"Infamous killer","악명 높은 살인자",
"Noted killer","저명한 살인자",
"Greatly feared as a killer","매우 두려운 살인자",
"Feared as a killer","두려운 살인자",
"Legendary murderer","전설적인 살인마",
"Infamous murderer","악명 높은 살인마",
"Noted murderer","저명한 살인마",
"Greatly feared as a murderer","매우 두려운 살인마",
"Feared as a murderer","살인자로 두렵다",
"Legendary enemy fighter","전설적인 적 전사",
"Infamous enemy fighter","악명 높은 적 전사",
"Noted enemy fighter","저명한 적 전사",
"Greatly feared for violent oppositoin","매우 두려운 폭력 행사자",
"Feared for violent opposition","두려운 폭력행사자",
"Legendary fighter","전설적인 전사",
"Famous fighter","유명한 전사",
"Noted fighter","저명한 전사",
"Greatly respected for fighter","전사로 큰 존경을 받는 자",
"Respected for fighter","전사로 존경받는 자",
"Legendary loyal soldier","전설적인 충직한 군인",
"Famous loyal soldier","유명한 충직한 군인",
"Noted loyal soldier","저명한 충직한 군인",
"Greatly respected for loyalty","충직함으로 큰 존경을 받는 자",
"Respected for loyalty","충직함으로 존경 받는 자",
"Legendary protector of the weak","전설적인 보호자",
"Famous protector of the weak","유명한 보호자",
"Noted protector of the weak","저명한 보호자",
"Greatly respected for protecting the weak","약자를 보호하여 큰 존경을 받는 자",
"Respected for protecting the weak","약자를 보호하여 존경 받는 자",
"Legendary preserver of the knowledge","전설적인 지식 보존자",
"Famous preserver of the knowledge","유명한 지식 보존자",
"Noted preserver of the knowledge","저명한 지식 보존자",
"Greatly respected for preserving the knowledge","지식 보존으로 크게 존경 받는 자",
"Respected for preserving the knowledge","지식 보존으로 존경 받는 자",
"Legendary treasure hunter","전설적인 보물 사냥꾼",
"Famous treasure hunter","유명한 보물 사냥꾼",
"Noted treasure hunter","저명한 보물 사냥꾼",
"Greatly respected for hunting treasure","보물 사냥으로 큰 존경을 받는 자",
"Respected for hunting treasure","보물 사냥으로 존경받는 자",
"Legendary thief","전설적인 도둑",
"Infamous thief","악명 높은 도둑",
"Noted thief","저명한 도둑",
"Certainly considered a thief","확실히 도둑으로 간주됨",
"Considered a thief","도둑으로 간주됨",
"Former mercenary","전직 용병",
"Citizen","시민",
"Member","회원",
"Former member","전 회원",
"Slave","노예",
"Former slave","전직 노예",
"Former prisoner","전직 죄수",
"Worker","노동자",
"Former worker","전직 노동자",

