text,translation,tags
"(wipes any character data!)","(모든 캐릭터 데이터가 삭제됩니다!)",
"Select elf","엘프 선택",
"Select human","인간 선택",
"Select goblin","고블린 선택",
"Select dwarf","드워프 선택",
"Select Obindur","오빈두르 선택",
"Accept background","배경 수락",
"Randomize background","배경 무작위 설정",
"Appearance","외형",
"Equipment","장비",
"Mount and pets","탈것과 애완동물",
"Home","고향",
"Occupation","직업",
"Beliefs","신념",
"Accept attributes and skills","능력치 및 기술 수락",
"Customize","사용자 지정",
"Your Attributes and Skills","당신의 능력치와 기술",
"Archetypes","기본 유형으로",
"Fully randomize appearance, without respecting population information","인구 정보를 무시하고 외형을 완전히 무작위로 설정",
"Randomize appearance, respecting local populations","지역 인구를 반영하여 외형을 무작위로 설정",
"Accept appearance","외형 수락",
"Note: This character's appearance is governed by local population information.","참고: 이 캐릭터의 외형은 지역 인구 정보의 영향을 받습니다.",
"Certain shapes and colors might not occur without full randomization.","완전히 무작위로 설정하지 않으면 특정 형태와 색상이 나타나지 않을 수 있습니다.",
"Randomize appearance","외형 무작위 설정",
"Full customization","완전한 사용자 지정",
"Change dream/goal (if possible)","꿈/목표 변경 (가능한 경우)",
"Randomize personality","성격 무작위 설정",
"Accept personality","성격 수락",
"Available Items","이용 가능한 아이템",
"Done customizing","사용자 지정 완료",
"Accept equipment","장비 수락",
"Ready to adventure!","모험을 떠날 준비 완료!",
"Add a party member","파티원 추가",
"Go!","출발!",
"Dwarf Fortress Adventure","드워프 포트리스 어드벤처",
"Retire at this location (or rest a while)","이 위치에서 은퇴하기 (또는 잠시 휴식하기)",[ALIGNMENT:CENTER]

"도움말","----------------------------------------------------------------",
"Adventure mode","어드벤처 모드",
"Camera controls (1 of 3)","카메라 조작 (1 / 3)",
"Movement (2 of 3)","이동 (2 / 3)",
"Menu overview (3 of 3)","메뉴 안내 (3 / 3)",
"Movement","이동",
"Menu overview","메뉴 안내",
"The party and followers","파티와 추종자들",
"Conversations","대화",
"Trading","교역",
"Quests and reputation","퀘스트와 명성",
"Fortress mode","요새 모드",
"Retirement","은퇴",
"Popup: Companions","팝업: 동료",
"Popup: Adventurer's log","팝업: 모험가 일지",
"Popup: Inventory","팝업: 인벤토리",
"Popup: Movement options","팝업: 이동 옵션",
"Popup: Hold and climb","팝업: 붙잡기 및 등반",
"Popup: Talk","팝업: 대화",
"Popup: Perform","팝업: 연주/공연",
"Popup: Butcher and craft","팝업: 도축 및 제작",
"Popup: Abilities","팝업: 능력",
"Popup: Strike","팝업: 공격",
"Popup: Wrestle","팝업: 레슬링",
"Popup: Shoot and throw","팝업: 사격 및 투척",
"Popup: Travel","팝업: 여행",
"Popup: Sleep and rest","팝업: 수면 및 휴식",
