text,translation,tags
"Invaders can dig natural walls","침략자가 자연 벽을 채굴할 수 있음",
"Invaders can build floors and stairs","침략자가 바닥과 계단을 건설할 수 있음",
"Invaders can free creatures from cages","침략자가 철창에서 생물을 풀어줄 수 있음",
"Invader deconstruction speed (smaller = slower)","침략자 해체 속도 (작을수록 느림)",
"Invader deconstruction aversion (smaller = more deconstruct)","침략자 해체 기피도 (작을수록 더 많이 해체)",
"Invader digging speed (smaller = slower)","침략자 채굴 속도 (작을수록 느림)",
"Invader horizontal digging aversion (smaller = more digging)","침략자 수평 채굴 기피도 (작을수록 더 많이 채굴)",
"Invader vertical digging aversion (smaller = more digging)","침략자 수직 채굴 기피도 (작을수록 더 많이 채굴)",
"Invader days to delay vertical natural wall digging","침략자 수직 자연 벽 채굴 지연 일수",
"Invader construction speed (smaller = slower)","침략자 건설 속도 (작을수록 느림)",
"Invader construction aversion (smaller = more construction)","침략자 건설 기피도 (작을수록 더 많이 건설)",
"Invader death aversion (one death)","침략자 사망 기피도 (1명 사망)",
"Invader death aversion (two deaths)","침략자 사망 기피도 (2명 사망)",
"Invader death aversion (three deaths)","침략자 사망 기피도 (3명 사망)",
"Invader death aversion (four deaths)","침략자 사망 기피도 (4명 사망)",
"Invader death aversion (five deaths)","침략자 사망 기피도 (5명 사망)",
"Invader death aversion (seven deaths)","침략자 사망 기피도 (7명 사망)",
"Invader death aversion (six deaths)","침략자 사망 기피도 (6명 사망)",
"Invader death aversion (eight deaths)","침략자 사망 기피도 (8명 사망)",
"Invader death aversion (nine deaths)","침략자 사망 기피도 (9명 사망)",
"Invader death aversion (ten+ deaths)","침략자 사망 기피도 (10명 이상 사망)",
"Economy population trigger 5","경제 인구 조건 5",
"Economy population trigger 4","경제 인구 조건 4",
"Economy population trigger 3","경제 인구 조건 3",
"Economy population trigger 2","경제 인구 조건 2",
"Economy population trigger 1","경제 인구 조건 1",
"Economy production trigger 5","경제 생산 조건 5",
"Economy production trigger 4","경제 생산 조건 4",
"Economy production trigger 3","경제 생산 조건 3",
"Economy production trigger 2","경제 생산 조건 2",
"Economy production trigger 1","경제 생산 조건 1",
"Economy trade trigger 5","경제 무역 조건 5",
"Economy trade trigger 4","경제 무역 조건 4",
"Economy trade trigger 3","경제 무역 조건 3",
"Economy trade trigger 2","경제 무역 조건 2",
"Economy trade trigger 1","경제 무역 조건 1",
"Land holder population trigger 10 (mods)","영주 임명 인구 조건 10 (모드)",
"Land holder population trigger 9 (mods)","영주 임명 인구 조건 9 (모드)",
"Land holder population trigger 8 (mods)","영주 임명 인구 조건 8 (모드)",
"Land holder population trigger 7 (mods)","영주 임명 인구 조건 7 (모드)",
"Land holder population trigger 6 (mods)","영주 임명 인구 조건 6 (모드)",
"Land holder population trigger 5 (mods)","영주 임명 인구 조건 5 (모드)",
"Land holder population trigger 4 (mods)","영주 임명 인구 조건 4 (모드)",
"Land holder population trigger 3","영주 임명 인구 조건 3",
"Land holder population trigger 2","영주 임명 인구 조건 2",
"Land holder population trigger 1","영주 임명 인구 조건 1",
"Land holder production trigger 10 (mods)","영주 임명 생산 조건 10 (모드)",
"Land holder production trigger 9 (mods)","영주 임명 생산 조건 9 (모드)",
"Land holder production trigger 8 (mods)","영주 임명 생산 조건 8 (모드)",
"Land holder production trigger 7 (mods)","영주 임명 생산 조건 7 (모드)",
"Land holder production trigger 6 (mods)","영주 임명 생산 조건 6 (모드)",
"Land holder production trigger 5 (mods)","영주 임명 생산 조건 5 (모드)",
"Land holder production trigger 4 (mods)","영주 임명 생산 조건 4 (모드)",
"Land holder production trigger 3","영주 임명 생산 조건 3",
"Land holder production trigger 2","영주 임명 생산 조건 2",
"Land holder production trigger 1","영주 임명 생산 조건 1",
"Land holder trade trigger 1","영주 임명 무역 조건 1",
"Land holder trade trigger 2","영주 임명 무역 조건 2",
"Land holder trade trigger 3","영주 임명 무역 조건 3",
"Land holder trade trigger 4 (mods)","영주 임명 무역 조건 4 (모드)",
"Land holder trade trigger 5 (mods)","영주 임명 무역 조건 5 (모드)",
"Land holder trade trigger 6 (mods)","영주 임명 무역 조건 6 (모드)",
"Land holder trade trigger 7 (mods)","영주 임명 무역 조건 7 (모드)",
"Land holder trade trigger 8 (mods)","영주 임명 무역 조건 8 (모드)",
"Land holder trade trigger 9 (mods)","영주 임명 무역 조건 9 (모드)",
"Land holder trade trigger 10 (mods)","영주 임명 무역 조건 10 (모드)",
"Value of temple","사원 가치",
"Priesthood unit count","사제단 인원수",
"High priesthood unit count","고위 사제단 인원수",
"Value of temple complex","사원 단지 가치",
"Value of guildhall","길드홀 가치",
"Value of grand guildhall","대형 길드홀 가치",
"Guild unit count","길드 인원수",
"Demand period (more = fewer)","요구 주기 (높을수록 적음)",
"Mandate period (more = fewer)","명령 주기 (높을수록 적음)",
"Grand guild unit count","대형 길드 인원수",
"Citizen/resident dig speed (more = faster)","시민/거주자 채굴 속도 (높을수록 빠름)",
