text,translation,tags
"Choose symbols for the position holder to carry or wear.","해당 직위 보유자가 소지하거나 착용할 상징물을 선택합니다.",
"Leave Vacant","공석으로 둠",
"VACANT","공석",
"NEW","신규",
"The broker uses their appraisal skill to allow you to see the value of items in the fortress. They are also the default negotiator with visiting ","중개인은 감정 기술을 사용하여 요새 내 물품의 가치를 확인할 수 있게 합니다. 또한 방문하는 상인과의 기본 협상가 역할도 수행합니다.",
"merchants.","",


"Save work details","작업 세부 사항 저장",
"Load work details","작업 세부 사항 불러오기",
"Load for new embarks:","새 정착 시 불러오기:",
"Automatically weave all thread","모든 실을 자동으로 천으로 짜기",
"Automate kitchen","주방 자동화",
"Automatically butcher carcasses","사체 자동 도축",
"No automatic web collection","거미줄 자동 수집 안 함",
"Slaughter any marked animal","표시된 모든 동물 도축",
"Automate tannery","무두질 자동화",
"Automatically clean fish","생선 자동 손질",
"Save standing orders (all tabs)","상시 명령 저장 (모든 탭)",
"Load saved standing orders","저장된 상시 명령 불러오기",
"Use any cloth","모든 천 사용",
"Barrels reserved for use","작업장 작업용으로 ",
"by workshop jobs: ","예약된 통:",
"No automatic weaving","자동 직조 안 함",
"Automatically weave dyed thread","염색된 실 자동 직조",
"Use only dyed cloth","염색된 천만 사용",
"Automatically collect webs","거미줄 자동 수집",
"No automatic slaughter","자동 도축 안 함",
"No automatic butchery","자동 도살 안 함",
"No automatic fish cleaning","자동 생선 손질 안 함",
"Do not automate kitchen","주방 자동화 안 함",
"Do not automate tannery","무두질 자동화 안 함",
"Workers gather food","일꾼이 식량을 수집함",
"Workers gather furniture","일꾼이 가구를 수집함",
"Workers gather bodies","일꾼이 시체를 수집함",
"Workers gather animals","일꾼이 동물을 수집함",
"Workers gather wood","일꾼이 목재를 수집함",
"Workers gather minerals","일꾼이 광물을 수집함",
"Workers ignore animals","일꾼이 동물을 무시함",
"Workers ignore food","일꾼이 식량을 무시함",
"Workers ignore furniture","일꾼이 가구를 무시함",
"Workers ignore bodies","일꾼이 시체를 무시함",
"Workers ignore minerals","일꾼이 광물을 무시함",
"Workers ignore wood","일꾼이 목재를 무시함",
"Workers save skulls","일꾼이 두개골을 보관함",
"Workers save skins","일꾼이 가죽을 보관함",
"Workers save corpses","일꾼이 시체를 보관함",
"Workers save bones","일꾼이 뼈를 보관함",
"Workers gather refuse","일꾼이 쓰레기를 수집함",
"Workers gather outdoor refuse","일꾼이 야외 쓰레기를 수집함",
"Workers save shells","일꾼이 껍질을 보관함",
"Workers gather outdoor vermin remains","일꾼이 야외 해충 잔해를 수집함",
"Workers ignore outdoor vermin remains","일꾼이 야외 해충 잔해를 무시함",
"Workers ignore outdoor refuse","일꾼이 야외 쓰레기를 무시함",
"Workers save hair and wool","일꾼이 털과 양모를 보관함",
"Workers save other objects","일꾼이 기타 물품을 보관함",
"Workers ignore refuse","일꾼이 쓰레기를 무시함",
"Workers dump corpses","일꾼이 시체를 버림",
"Workers dump skulls","일꾼이 두개골을 버림",
"Workers dump bones","일꾼이 뼈를 버림",
"Workers dump shells","일꾼이 껍질을 버림",
"Workers dump skins","일꾼이 가죽을 버림",
"Workers dump hair and wool","일꾼이 털과 양모를 버림",
"Workers dump other objects","일꾼이 기타 물품을 버림",
"Claim your dead","아군 시체 수습",
"Claim your death items","아군 유품 수습",
"Claim other dead","타군 시체 수습",
"Forbid other death items","타군 유품 금지",
"Forbid used ammunition","사용된 탄약 금지",
"Forbid floor/wall cleaning during sieges","공성 중 바닥/벽 청소 금지",
"Sieges and forbidding","공성 및 금지",
"Forbid trap cleaning during sieges","공성 중 함정 청소 금지",
"Forbid cages from sprung traps during sieges","공성 중 작동된 함정의 우리 금지",
"Forbid trap rearming during sieges","공성 중 함정 재설치 금지",
"Forbidding of death objects occurs at time of death.","사망 시 유품 금지 설정이 적용됩니다.",
"Forbid toppled building items during sieges","공성 중 무너진 건물의 아이템 금지",
"Children don't do chores","어린이는 잡무를 하지 않음",
"Children do chores","어린이도 잡무 수행",
"Forbid used ammunition during sieges","공성 중 사용된 탄약 금지",
"Forbid your dead","아군 시체 금지",
"Forbid your death items","아군 유품 금지",
"Forbid other non-hunted dead","사냥되지 않은 타군 시체 금지",
"Forbid other death items during sieges","공성 중 타군 유품 금지",
"Allow floor/wall cleaning","바닥/벽 청소 허용",
"Allow trap cleaning","함정 청소 허용",
"Allow trap rearming","함정 재설치 허용",
"Claim cages from sprung traps","작동된 함정의 우리 수습",
"Claim toppled building items","무너진 건물의 아이템 수습",
"Forbid toppled building items","무너진 건물의 아이템 금지",
"Forbid cages from sprung traps","작동된 함정의 우리 금지",
"Forbid trap rearming","함정 재설치 금지",
"Forbid floor/wall cleaning","바닥/벽 청소 금지",
"Claim other death items","타군 유품 수습",
"Forbid other non-hunted dead during sieges","공성 중 사냥되지 않은 다른 시체 금지",
"Forbid your death items during sieges","공성 중 아군 유품 금지",
"Forbid your dead during sieges","공성 중 아군 시체 금지",
"Claim used ammunition","사용된 탄약 수습",
"Forbid trap cleaning","함정 청소 금지",
"Prefer zones for fishing","낚시 구역 선호",
"Prefer zones for water drinking","식수 구역 선호",
"Do not mix similar food in barrels","유사한 음식을 통에 섞지 않음",
"Everybody harvests","모두가 수확",
"Announce no job cancellations","작업 취소 알림 없음",
"Announce some job cancellations","일부 작업 취소 알림",
"Announce most job cancellations","대부분의 작업 취소 알림",
"Announce all job cancellations","모든 작업 취소 알림",
"Only farmers harvest","농부만 수확",
"Fish only in designated zones","지정된 구역에서만 낚시",
"Set hunter ammunition","사냥꾼 탄약 설정",
"Drink water only from designed zones","지정된 구역에서만 물 마시기",
"Mix similar foods in barrels","유사한 음식을 통에 섞기",
"Only farmers harvest","농부만 수확",
"Stone Hauling","석재 운반",
"Food Hauling","식량 운반",
"Refuse Hauling","쓰레기 운반",
"Animal Hauling","동물 운반",
"Trade Good Hauling","무역품 운반",
"Lever Operation","레버 조작",
"Cleaning","청소",
"Water Hauling","물 운반",
"Furniture Hauling","가구 운반",
"Milking","우유 짜기",
"Feed Patients/Prisoners","환자/죄수 급식",
"Wood Hauling","목재 운반",
"Item Hauling","아이템 운반",
