text,translation,tags
"Pumps from the north","북쪽에서 펌프질하기",
"Pumps from the east","동쪽에서 펌프질하기",
"Pumps from the south","남쪽에서 펌프질하기",
"Pumps from the west","서쪽에서 펌프질하기",
"This is a memorial to","이것은 추모비다:",
"Catch live fish","활어 잡기",
"Catch live land animal","살아있는 육지 동물 잡기",
"Prepare a raw fish","날생선 손질하기",
"Mill plants","공장",
"Process plants","식물을 실로 가공",
"Milk ","우유 ",
"animal","동물",
"Shear ","전단 ",
"Spin thread","스핀 스레드",
"Make cheese","치즈 제조",
"Process plants (vial)","작물 가공 (유리병)",
"Process plants (barrel)","작물 가공 (통)",
"Make lye","잿물을 만들다",
"Make potash from lye","잿물로 칼륨 만들기",
"Make potash from ash","재로 칼륨 만들기",
"Prepare lavish meal","호화로운 식사 준비",
"Prepare fine meal","괜찮은 식사 준비",
"Prepare easy meal","간단한 식사 준비",
"Extract from plants","식물에서 추출",
"Extract from raw fish","물고기에서 추출",
"Extract from land animal","동물에서 추출",
"Make charcoal","숯 만들기",
"Make ash","재를 만들다",
"Reaction","반응",
"Smelt ","빙어 ",
" ore"," 광석",
"Melt a metal object","금속 물체 녹이기",
"Extract metal strands","금속 실 추출하기",
"Dye thread","실 염색하기",
"Dye cloth","천 염색하기",
"Sew ","꿰매다 ",
" image"," 영상",
"Collect webs","웹 수집",
"Weave metal cloth","금속 천을 짜다",
"Weave thread into silk","비단을 짜다",
"Weave yarn into cloth","실을 천으로 짜다",
"Weave thread into cloth","실을 천으로 짜다",
" (dyed only)"," (염색만)",
"Harvest plants","수확 식물",
"Plant seeds","식물 종자",
"Fertilize field","밭에 기름지게 하다",
"Pull the lever","레버 당기기",
"Link a building to trigger","트리거할 건물 연결",
"Carve fortification","조각 요새",
"Smooth wall","매끄러운 벽",
"Smooth floor","매끄러운 바닥",
"Detail wall","상세 벽",
"Detail floor","상세층",
"Carve track","개척 트랙",
"Remove stairs/ramps","계단/경사로 제거",
"Remove construction","공사 제거",
"Carve upward staircase","위쪽 계단 개척",
"Carve downward staircase","아래쪽 계단 개척",
"Carve up/down staircase","위/아래 계단 개척",
"Carve ramp","경사로 개척",
"Dig channel","구덩이 파기",
"Fell tree","쓰러진 나무",
"Gather plants","식물 채집",
"Bring item to shop","상점에 아이템 가져오기",
"Bring item to depot","창고로 아이템 가져오기",
"Get provisions","식량 확보",
"Clean self","깨끗한 자기",
"Fill waterskin","가죽물통 채우기",


