text,translation,tags
"Population: ~600","인구: ~600",
"Population: ~500","인구: ~500",
"Population: ~400","인구: ~400",
"Population: ~300","인구: ~300",
"Population: ~200","인구: ~200",
"Population: ~100","인구: ~100",
"Population: ~75","인구: ~75",
"Population: ~60","인구: ~60",
"Population: ~50","인구: ~50",
"Population: ~40","인구: ~40",
"Population: ~30","인구: ~30",
"Population: ~20","인구: ~20",
"Population: ~10","인구: ~10",
"Population: <10","인구: <10",
"Site government: ","거점 정부: ",
"Civilization: ","문명: ",

"They accept ","그들은 받아들인다 ",
"They offer ","그들이 요구한다 ",
" tribute"," 공물",
"Alliance","연합",
"They offer tribute","그들이 공물을 보냅니다",
"They accept tribute","그들은 공물을 받아들입니다",
"Skirmishing","국지전",
"No contact","접촉 없음",
"Economically linked to you","당신과 경제적으로 연결된",
"Prisoners","죄수",
"Artifacts (Rumored)","유물(소문 있음)",
"Cannot raid your civilization","당신의 문명을 약탈할 수는 없습니다",
"Cannot make request without leader","리더 없이는 요청할 수 없습니다.",
"No workers available","사용 가능한 작업자 없음",
"Click to request workers","클릭해서 작업자 요청",
"Inaccessible mission location","접근할 수 없는 임무 위치",
"Cannot order mission without leader","리더 없이 임무을 생성할 수 없습니다.",
"Click to explore this site (creates new mission)","이 거점을 탐색하려면 클릭하십시오(새 임무 생성).",
"Click to raid this site (creates new mission)","이 거점을 습격하려면 클릭하십시오(새 임무 생성).",

"Offering tribute","공물을 바치다",
"Accepting tribute","공물을 받아들이다",
"Your site government","당신의 거점 정부",
"Petty Annoyance","사소한 성가심",
"Terror","공포",
"Vengeance","복수",
"lumber limits","목재 한계",
"Exports to ","Exports(수출) to ",
"Imports from ","Imports(수입) from ",
"Offerings from ","Offerings(조공) from ",
"You can look at trade information once you have","거래 정보를 가지고 있으면 볼 수 있습니다.",
"a broker with appraisal skill.","감정 기술을 갖춘 중개인.",
"You accept their tribute every ","당신은 그들의 공물을 받아들입니다: 매 ",
"Trade Agreement (Exports to ","무역협정 (수출 대상: ",
"Requests (Imports from ","요청(에서 가져오기 ",
"Agreed in year ","연도에 협정 ",
"Pending","보류 중",
"You have no agreements with this land.","이 나라와 맺은 협정이 없습니다.",
"This land has no important leaders.","이 땅에는 중요한 지도자가 없습니다.",

"No messengers","메신저 없음",
"No commanders","지휘관 없음",
"Messenger (unfilled)","메신저(채워지지 않음)",

"This mission cannot be altered now.","이 임무는 지금 변경할 수 없습니다.",
"Click for assignments and details","과제 및 세부 정보를 보려면 클릭하세요.",

"No notable skills","주목할만한 기술 없음",
"On this mission","이 임무에 배정",
"No messengers available","사용할 수 있는 메신저가 없습니다.",
"No squads available","사용 가능한 스쿼드 없음",
"Click to view all news and rumors","모든 뉴스와 소문을 보려면 클릭하십시오.",
"No reports available","사용 가능한 보고서 없음",

"Last known to be traveling","마지막으로 알려진 여행",
"Location unknown","위치 알 수 없음",
"Click to rescue (creates new mission)","클릭하여 구출(새 임무 생성)",
"Click to recover (creates new mission)","클릭하여 회수(새 임무 생성)",
"Claimed by your local government","지방 정부에서 소유권을 주장함",
"Claimed by local family","현지 가족이 소유권을 주장함",
"Claimed by local ","지역에서 소유권을 주장함 ",

"Done","완료",
"Not yet asssigned","아직 할당되지 않음",
"Unknown item","알 수 없는 아이템",
"Unknown creature","알 수 없는 생명체",
"Add new recenter location","새로운 최근 위치 추가",
"Unnamed recenter location","이름이 지정되지 않은 최근 위치",
"the preparation and use of dedicated hospitals","전담병원 준비 및 이용",

"조합문이라 해석이 안되는곳 그냥 넣어놈","-------------------------------------------------------------------------",
" commander"," 사령관",
"Make Request of ","요청하기 ",
"Recover ","다시 덮다 ",
"Explore ","탐구하다 ",
"Pillage ","약탈 ",
"Demand Tribute from ","공물을 요구하다 ",
"Raze ","완전히 파괴하다 ",
"Take Over ","인수하다 ",
"Seize ","잡다 ",
"Raid ","레이드 ",
"Unnamed ","이름 없는 ",
" civilization"," 문명",
" (not possible)"," (불가)",
"Recenter to ","중앙 정렬 ",
"elevation ","층 ",
", position ",", 위치 ",
" (hidden)"," (숨겨진)",
"Last held by ","마지막 보유자 ",
"Last in ","마지막 ",
